brd	smi	cid	dataset
BRD-K95611306	CN1[C@@H]2CC[C@@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654230	phase I
BRD-K76379937	CN1[C@H]2CC[C@@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654231	phase I
BRD-K82494270	CN1[C@H]2CC[C@@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654232	phase I
BRD-K19390271	CN1[C@@H]2CC[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654233	phase I
BRD-K07660364	CN1[C@H]2CC[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654234	phase I
BRD-K26968526	CN1[C@@H]2CC[C@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654237	phase I
BRD-K32380923	CN1[C@@H]2CC[C@@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654238	phase I
BRD-K05984448	CN1[C@H]2CC[C@@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654239	phase I
BRD-K01922500	CN1[C@@H]2CC[C@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654240	phase I
BRD-K63860984	CN1[C@@H]2CC[C@@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654241	phase I
BRD-K36623409	CN1[C@H]2CC[C@@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654242	phase I
BRD-K00596708	CN1[C@H]2CC[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654243	phase I
BRD-K01221769	CN1[C@H]2CC[C@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)Nc3c(C)noc3C)cc2C1=O	CID:54654244	phase I
BRD-K79004751	COc1cccc(CNC(=O)C[C@H]2CC[C@@H]3[C@@H](COc4ccc(NS(=O)(=O)c5ccccc5F)cc4C(=O)N3C)O2)c1	CID:54654245	phase I
BRD-K81699431	COc1cccc(CNC(=O)C[C@H]2CC[C@H]3[C@H](COc4ccc(NS(=O)(=O)c5ccccc5F)cc4C(=O)N3C)O2)c1	CID:54654246	phase I
BRD-K91535031	COc1cccc(CNC(=O)C[C@@H]2CC[C@H]3[C@@H](COc4ccc(NS(=O)(=O)c5ccccc5F)cc4C(=O)N3C)O2)c1	CID:54654247	phase I
BRD-K88560304	COc1cccc(CNC(=O)C[C@@H]2CC[C@H]3[C@H](COc4ccc(NS(=O)(=O)c5ccccc5F)cc4C(=O)N3C)O2)c1	CID:54654248	phase I
BRD-K17289060	COc1cccc(CNC(=O)C[C@@H]2CC[C@@H]3[C@H](COc4ccc(NS(=O)(=O)c5ccccc5F)cc4C(=O)N3C)O2)c1	CID:54654249	phase I
BRD-K20272026	COc1cccc(CNC(=O)C[C@H]2CC[C@@H]3[C@H](COc4ccc(NS(=O)(=O)c5ccccc5F)cc4C(=O)N3C)O2)c1	CID:54654250	phase I
BRD-K37933621	COc1cccc(CNC(=O)C[C@@H]2CC[C@@H]3[C@@H](COc4ccc(NS(=O)(=O)c5ccccc5F)cc4C(=O)N3C)O2)c1	CID:54654251	phase I
BRD-K17666351	COc1cccc(CNC(=O)C[C@H]2CC[C@H]3[C@@H](COc4ccc(NS(=O)(=O)c5ccccc5F)cc4C(=O)N3C)O2)c1	CID:54654252	phase I
BRD-K31610599	CN1[C@@H]2CC[C@@H](CC(=O)Nc3cn(C)nc3C)O[C@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654253	phase I
BRD-K39143839	CN1[C@H]2CC[C@@H](CC(=O)Nc3cn(C)nc3C)O[C@@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654254	phase I
BRD-K70077013	CN1[C@@H]2CC[C@H](CC(=O)Nc3cn(C)nc3C)O[C@@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654255	phase I
BRD-K07686903	CN1[C@H]2CC[C@@H](CC(=O)Nc3cn(C)nc3C)O[C@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654256	phase I
BRD-K40121369	CN1[C@H]2CC[C@H](CC(=O)Nc3cn(C)nc3C)O[C@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654257	phase I
BRD-K11857988	CN1[C@@H]2CC[C@H](CC(=O)Nc3cn(C)nc3C)O[C@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654258	phase I
BRD-K23664396	CN1[C@@H]2CC[C@@H](CC(=O)Nc3cn(C)nc3C)O[C@@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654259	phase I
BRD-K20121961	C[C@@H](NC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654260	phase I
BRD-K96003120	C[C@@H](NC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654261	phase I
BRD-K15955205	C[C@@H](NC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654262	phase I
BRD-K81662460	C[C@@H](NC(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654263	phase I
BRD-K51812182	C[C@@H](NC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654264	phase I
BRD-K62265198	C[C@@H](NC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654265	phase I
BRD-K51703152	C[C@H](NC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654266	phase I
BRD-K46661156	C[C@H](NC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654267	phase I
BRD-K51471107	C[C@H](NC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654268	phase I
BRD-K74582039	C[C@H](NC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654269	phase I
BRD-K19995377	C[C@H](NC(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654270	phase I
BRD-K45319476	C[C@H](NC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654271	phase I
BRD-K88281008	C[C@H](NC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654272	phase I
BRD-K60667054	C[C@@H](NC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654273	phase I
BRD-K93339435	C[C@H](NC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654274	phase I
BRD-K55345900	C[C@@H](NC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c1ccccc1	CID:54654275	phase I
BRD-K61683215	CN1[C@@H]2CC[C@H](CC(=O)N3CCOCC3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654276	phase I
BRD-K93376546	CN1[C@H]2CC[C@H](CC(=O)N3CCOCC3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654277	phase I
BRD-K13007539	CN1[C@@H]2CC[C@H](CC(=O)N3CCOCC3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654278	phase I
BRD-K34502913	CN1[C@H]2CC[C@@H](CC(=O)N3CCOCC3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654279	phase I
BRD-K46447740	CN1[C@@H]2CC[C@@H](CC(=O)N3CCOCC3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654280	phase I
BRD-K12506756	CN1[C@@H]2CC[C@@H](CC(=O)N3CCOCC3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654281	phase I
BRD-K67260071	CN1[C@H]2CC[C@@H](CC(=O)N3CCOCC3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654282	phase I
BRD-K59983542	CN1[C@H]2CC[C@H](CC(=O)N3CCOCC3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654283	phase I
BRD-K83654676	CC(C)c1cccc(NC(=O)C[C@H]2CC[C@H]3[C@@H](COc4ccc(NC(=O)c5cnccn5)cc4C(=O)N3C)O2)c1	CID:54654284	phase I
BRD-K66732564	COc1ccccc1NC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)Nc4ccc5COCc5c4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654285	phase I
BRD-K91595583	CN1[C@H]2CC[C@@H](CC(=O)NC3Cc4ccccc4C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2C1=O	CID:54654286	phase I
BRD-K21665449	CN1[C@@H]2CC[C@@H](CC(=O)NC3Cc4ccccc4C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2C1=O	CID:54654287	phase I
BRD-K47533918	CN1[C@H]2CC[C@H](CC(=O)NC3Cc4ccccc4C3)O[C@H]2COc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2C1=O	CID:54654288	phase I
BRD-K35584941	CN1[C@@H]2CC[C@H](CC(=O)NC3Cc4ccccc4C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2C1=O	CID:54654289	phase I
BRD-K24469697	CN1[C@@H]2CC[C@@H](CC(=O)NC3Cc4ccccc4C3)O[C@H]2COc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2C1=O	CID:54654290	phase I
BRD-K64040351	CN1[C@@H]2CC[C@H](CC(=O)NC3Cc4ccccc4C3)O[C@H]2COc2ccc(NC(=O)c3ccc(cc3)C(F)(F)F)cc2C1=O	CID:54654291	phase I
BRD-K09124072	CN1[C@H]2CC[C@H](CC(=O)NCCN3CCCC3)O[C@@H]2COc2ccc(NC(=O)c3cccc(c3)C#N)cc2C1=O	CID:54654292	phase I
BRD-K07105437	CN1[C@H]2CC[C@@H](CC(=O)NCCCN3CCOCC3)O[C@@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O	CID:54654293	phase I
BRD-K43568193	CN1[C@@H]2CC[C@@H](CC(=O)NCCCN3CCOCC3)O[C@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O	CID:54654294	phase I
BRD-K71943487	CN1[C@@H]2CC[C@H](CC(=O)NCCCN3CCOCC3)O[C@@H]2COc2ccc(NC(=O)Cc3cccs3)cc2C1=O	CID:54654295	phase I
BRD-K80045183	CN1[C@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654296	phase I
BRD-K16434151	CN1[C@@H]2CC[C@H](CC(=O)NCC3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654297	phase I
BRD-K48457318	CN1[C@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654298	phase I
BRD-K17884417	CN1[C@H]2CC[C@H](CC(=O)NCC3CCCCC3)O[C@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654299	phase I
BRD-K41878610	CN1[C@@H]2CC[C@H](CC(=O)NCC3CCCCC3)O[C@@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654300	phase I
BRD-K96543798	CN1[C@H]2CC[C@H](CC(=O)NCC3CCCCC3)O[C@@H]2COc2ccc(NC(=O)c3cccc(F)c3)cc2C1=O	CID:54654301	phase I
BRD-K10835142	CCNC(=O)Nc1ccc2OC[C@H]3O[C@H](CC(=O)N[C@H](C)c4ccccc4)CC[C@H]3N(C)C(=O)c2c1	CID:54654302	phase I
BRD-K88327759	CCNC(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N[C@H](C)c4ccccc4)CC[C@H]3N(C)C(=O)c2c1	CID:54654303	phase I
BRD-K25789307	CCNC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)N[C@H](C)c4ccccc4)CC[C@H]3N(C)C(=O)c2c1	CID:54654304	phase I
BRD-K14215828	CCNC(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)N[C@H](C)c4ccccc4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654305	phase I
BRD-K26053980	CCNC(=O)Nc1ccc2OC[C@H]3O[C@H](CC(=O)N[C@H](C)c4ccccc4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654306	phase I
BRD-K69276764	CCNC(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)N[C@H](C)c4ccccc4)CC[C@H]3N(C)C(=O)c2c1	CID:54654307	phase I
BRD-K28117690	CCNC(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N[C@H](C)c4ccccc4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654308	phase I
BRD-K05833481	CCNC(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)N[C@@H](C)c4ccccc4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654309	phase I
BRD-K38123135	CCNC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)N[C@@H](C)c4ccccc4)CC[C@H]3N(C)C(=O)c2c1	CID:54654310	phase I
BRD-K95488738	CCNC(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N[C@@H](C)c4ccccc4)CC[C@@H]3N(C)C(=O)c2c1	CID:54654311	phase I
BRD-K48659337	CCNC(=O)Nc1ccc2OC[C@H]3O[C@H](CC(=O)N[C@@H](C)c4ccccc4)CC[C@H]3N(C)C(=O)c2c1	CID:54654314	phase I
BRD-K36159233	CCNC(=O)Nc1ccc2OC[C@@H]3O[C@@H](CC(=O)N[C@@H](C)c4ccccc4)CC[C@H]3N(C)C(=O)c2c1	CID:54654315	phase I
BRD-K79090110	COC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	CID:54654316	phase I
BRD-K45230579	COC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	CID:54654317	phase I
BRD-K20182751	COC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	CID:54654318	phase I
BRD-K00967758	COC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	CID:54654319	phase I
BRD-K97633445	COC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	CID:54654320	phase I
BRD-K53833823	COC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	CID:54654321	phase I
BRD-K51579715	COC(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	CID:54654322	phase I
BRD-K48923155	COC(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)Nc4cc(C)cc(C)c4)cc3C(=O)N2C)O1	CID:54654323	phase I
BRD-K55297678	CCC(=O)Nc1ccc2OC[C@H]3O[C@@H](CC(=O)Nc4c(F)cccc4F)CC[C@@H]3N(C)C(=O)c2c1	CID:54654324	phase I
BRD-K18918854	CN1[C@H]2CC[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654325	phase I
BRD-K81882789	CN1[C@H]2CC[C@@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654326	phase I
BRD-K37010295	CN1[C@@H]2CC[C@@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654327	phase I
BRD-K71571889	CN1[C@@H]2CC[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654328	phase I
BRD-K09722997	CN1[C@@H]2CC[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654329	phase I
BRD-K73408523	CN1[C@H]2CC[C@@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654330	phase I
BRD-K57552429	CN1[C@@H]2CC[C@@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654331	phase I
BRD-K09701578	CN1[C@H]2CC[C@@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654332	phase I
BRD-K14357170	CN1[C@@H]2CC[C@@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654333	phase I
BRD-K92947165	CN1[C@H]2CC[C@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654334	phase I
BRD-K03113036	CN1[C@@H]2CC[C@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654335	phase I
BRD-K14971087	CN1[C@@H]2CC[C@@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654336	phase I
BRD-K17535604	CN1[C@@H]2CC[C@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654337	phase I
BRD-K45543414	CN1[C@H]2CC[C@@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654338	phase I
BRD-K19399946	CN1[C@H]2CC[C@H](CC(=O)N[C@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654339	phase I
BRD-K72271119	CN1[C@H]2CC[C@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)O[C@@H]2COc2ccc(NC(=O)c3ccc(F)c(F)c3)cc2C1=O	CID:54654340	phase I
BRD-K95422182	CN1[C@H]2CC[C@H](CC(=O)Nc3ccc(C)cc3)O[C@@H]2COc2ccc(NC(=O)C3CCC3)cc2C1=O	CID:54654341	phase I
BRD-K96663038	COc1cccc(NC(=O)Nc2ccc3OC[C@@H]4O[C@@H](CC(=O)NCCc5ccccc5)CC[C@H]4N(C)C(=O)c3c2)c1	CID:54654342	phase I
BRD-K33616265	COc1cccc(NC(=O)Nc2ccc3OC[C@@H]4O[C@H](CC(=O)NCCc5ccccc5)CC[C@@H]4N(C)C(=O)c3c2)c1	CID:54654343	phase I
BRD-K57950796	COc1cccc(NC(=O)Nc2ccc3OC[C@H]4O[C@@H](CC(=O)NCCc5ccccc5)CC[C@H]4N(C)C(=O)c3c2)c1	CID:54654344	phase I
BRD-K99169187	COc1cccc(NC(=O)Nc2ccc3OC[C@H]4O[C@H](CC(=O)NCCc5ccccc5)CC[C@@H]4N(C)C(=O)c3c2)c1	CID:54654345	phase I
BRD-K34462945	COc1cccc(NC(=O)Nc2ccc3OC[C@@H]4O[C@@H](CC(=O)NCCc5ccccc5)CC[C@@H]4N(C)C(=O)c3c2)c1	CID:54654346	phase I
BRD-K72118202	COc1cccc(NC(=O)Nc2ccc3OC[C@H]4O[C@H](CC(=O)NCCc5ccccc5)CC[C@H]4N(C)C(=O)c3c2)c1	CID:54654347	phase I
BRD-K48047846	COc1cccc(NC(=O)Nc2ccc3OC[C@@H]4O[C@H](CC(=O)NCCc5ccccc5)CC[C@H]4N(C)C(=O)c3c2)c1	CID:54654348	phase I
BRD-K90132168	COc1cccc(NC(=O)Nc2ccc3OC[C@H]4O[C@@H](CC(=O)NCCc5ccccc5)CC[C@@H]4N(C)C(=O)c3c2)c1	CID:54654349	phase I
BRD-K00422823	COC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)c4cccc(Cl)c4)cc3C(=O)N2C)O1	CID:54654350	phase I
BRD-K26160077	COC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)c4cccc(Cl)c4)cc3C(=O)N2C)O1	CID:54654351	phase I
BRD-K56635255	COC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)c4cccc(Cl)c4)cc3C(=O)N2C)O1	CID:54654352	phase I
BRD-K36796217	COC(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4cccc(Cl)c4)cc3C(=O)N2C)O1	CID:54654353	phase I
BRD-K72267874	COC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)c4cccc(Cl)c4)cc3C(=O)N2C)O1	CID:54654354	phase I
BRD-K85906476	COC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4cccc(Cl)c4)cc3C(=O)N2C)O1	CID:54654355	phase I
BRD-K99808872	COC(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)c4cccc(Cl)c4)cc3C(=O)N2C)O1	CID:54654356	phase I
BRD-K73701691	CN1[C@H]2CC[C@@H](CC(=O)NC3Cc4ccccc4C3)O[C@H]2COc2ccc(NS(=O)(=O)c3ccccc3F)cc2C1=O	CID:54654357	phase I
BRD-K99452176	CN1[C@@H]2CC[C@@H](CC(=O)NC3Cc4ccccc4C3)O[C@H]2COc2ccc(NS(=O)(=O)c3ccccc3F)cc2C1=O	CID:54654358	phase I
BRD-K05722694	CN1[C@H]2CC[C@@H](CC(=O)NC3Cc4ccccc4C3)O[C@@H]2COc2ccc(NS(=O)(=O)c3ccccc3F)cc2C1=O	CID:54654359	phase I
BRD-K58991610	CN1[C@@H]2CC[C@H](CC(=O)NC3Cc4ccccc4C3)O[C@H]2COc2ccc(NS(=O)(=O)c3ccccc3F)cc2C1=O	CID:54654360	phase I
BRD-K57759735	CN1[C@@H]2CC[C@@H](CC(=O)NC3Cc4ccccc4C3)O[C@@H]2COc2ccc(NS(=O)(=O)c3ccccc3F)cc2C1=O	CID:54654361	phase I
BRD-K34238482	CN1[C@@H]2CC[C@H](CC(=O)NC3Cc4ccccc4C3)O[C@@H]2COc2ccc(NS(=O)(=O)c3ccccc3F)cc2C1=O	CID:54654362	phase I
BRD-K43266948	CN1[C@H]2CC[C@H](CC(=O)NC3Cc4ccccc4C3)O[C@H]2COc2ccc(NS(=O)(=O)c3ccccc3F)cc2C1=O	CID:54654363	phase I
BRD-K65824347	CN1[C@H]2CC[C@H](CC(=O)NC3Cc4ccccc4C3)O[C@@H]2COc2ccc(NS(=O)(=O)c3ccccc3F)cc2C1=O	CID:54654364	phase I
BRD-K86375847	CN1[C@H]2CC[C@H](CC(=O)Nc3ccc4COCc4c3)O[C@@H]2COc2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2C1=O	CID:54654365	phase I
BRD-K87445406	CN1CCN(CC1)C(=O)C[C@@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)C4CCOCC4)cc3C(=O)N2C)O1	CID:54654366	phase I
BRD-K13199470	CN1CCN(CC1)C(=O)C[C@H]1CC[C@H]2[C@@H](COc3ccc(NC(=O)C4CCOCC4)cc3C(=O)N2C)O1	CID:54654367	phase I
BRD-K27006579	CN1CCN(CC1)C(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)C4CCOCC4)cc3C(=O)N2C)O1	CID:54654368	phase I
BRD-K72064822	CN1CCN(CC1)C(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)C4CCOCC4)cc3C(=O)N2C)O1	CID:54654369	phase I
BRD-K43279914	CN1CCN(CC1)C(=O)C[C@@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)C4CCOCC4)cc3C(=O)N2C)O1	CID:54654370	phase I
BRD-K98403755	CN1CCN(CC1)C(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)C4CCOCC4)cc3C(=O)N2C)O1	CID:54654371	phase I
BRD-K24050458	CN1CCN(CC1)C(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(NC(=O)C4CCOCC4)cc3C(=O)N2C)O1	CID:54654372	phase I
